Symbol,MarketCapitalization
FT,193012992
PESI,192701952
SPCE,192310656
RMNI,192295696
HOFT,191990128
SJT,191562176
UKOMW,191273900
SGMT,191240080
SLDP,191211264
RTC,190704480
BDSX,190561776
AERG,190275872
ATOM,190223248
BRLT,190204576
MRBK,190069232
OBIO,188546960
ENJ,188510320
NKTR,188147152
LFVN,187878000
GPRO,187260800
MRCC,187196848
ALLT,186624176
SGHT,186472976
CRBP,186346352
NKTX,186301632
MVIS,185968176
BW,185803712
SSP,185679344
RCMT,185671424
KOPN,185480912
RAIL,185161200
BVFL,184872112
OCAXW,184445600
OCAXU,184445600
FGBI,184319168
FET,184131744
AIMFF,183956096
AILE,183524880
PEPG,183513792
IKT,183435792
QRTEA,183096016
QRTEB,183095856
CCRD,183069632
AOAO,182806624
CFBK,181634336
SKIN,181218128
IGI,181161616
III,181076864
HNVR,181032304
ZVIA,180684000
EML,180548864
SB-PC,179970112
MPV,179944384
OXSQ,179914336
GAUZ,179711216
VSTA,179584592
SMHI,178865088
MAXN,178740096
FRGE,178445040
SB-PD,178439568
CRBU,178388832
SRI,178034480
GGR,177718240
CLAR,177616992
VTYX,177483872
GLSI,177190544
ORGN,176962512
HOFVW,176914100
TSVT,175916448
JRVR,175907184
DSY,175807936
VOXX,175540464
BRKH,175432432
PDEX,175319904
GNSS,175293728
RMBL,175261104
BTOC,174720000
AZ,174642864
JYNT,174558928
CHRS,173971632
SPKL,173254800
SKGR,172638688
ADAP,172516320
CABA,171558720
EM,171319520
QSI,171255600
STRT,171015456
AVD,170999536
TIL,170913056
LAKE,170713616
BFIN,170462336
CZWI,170174928
SAMG,169873040
ENTA,169766352
CBFV,169745536
NEOV,169477440
DLNG,169453872
TSSI,169219440
AMEUF,169118400
AMTX,168600304
CMCM,167944704
TRVG,167845440
APMRF,167713696
PROC,167543648
RCKY,167487184
TIO,166947568
KRMD,166847776
SCPH,166633536
INSG,165104304
TELO,164926592
TVGN,164614000
UBFO,164220144
GRX,164211856
SKYE,163523440
CSTE,163020768
ACU,162977568
TROO,162556800
ALMTF,162206432
EHTH,162096336
GOSS,162089840
AINSF,161895264
GPMT,161862624
CSPI,161585424
MAMO,161128832
UNB,161073968
MCAA,160938432
SHMD,160838064
DLNG-PA,160638816
BOOM,160412272
FTLF,160386624
BLNK,160363680
FLL,159848928
PEBK,159545072
PIM,159490032
EUDA,159386368
FATBW,159350100
INZY,159315696
EGAN,158877744
KGEI,158565968
MX,158483936
SHIP,158381520
ATLO,158352064
BRLS,158203856
TSQ,157804080
EDIT,157666864
OGI,157449712
SLND,157304992
MPAA,157226800
FENC,156912176
ESHA,156742112
TWIN,156134592
SSTI,156034464
MMLP,155614384
MDV,155304944
FLD,155257264
BKKT,154785712
AKHOF,154776240
WHG,154742512
TUSK,154488960
ACHV,154410640
HCVI,154021216
ACSYF,153740160
UEIC,153337904
TSE,153289360
BFAC,153269104
PTMN,153111616
ACTU,152892800
PLCE,152746784
NVRO,152509424
VRA,152419328
RENE,151316512
ATOS,150961200
PBYI,150699232
APLT,150099232
PSQH,150066144
BCSA,149388944
RMBI,149366672
BANX,149070192
MHLD,148981200
ELUT,148962656
NMG,148782400
QSG,148738832
ACTHF,148380064
FRAF,148323696
GALT,147804048
APPS,147290912
SAVA,147218128
STHO,146782000
RILY,146629264
ARC,146226912
BZUN,146122032
REE,145927488
SRTS,145871888
ARBE,145702096
PHX,145425504
CDR-PB,145360816
ISRL,144924080
HURC,144920032
IFRX,144852928
AGXKF,144783888
NCTY,144509680
SEER,144468176
ANPMF,144332912
ATYR,144012784
SBFG,143947552
SES,143765232
MNSB,143701616
LCUT,143353840
AMWL,143240128
BLUE,143169440
OPRT,143164576
ECBK,142962720
NIU,142781120
QRHC,142672752
GGT,142453072
DIBS,142035568
CDR-PC,141718048
HURA,141653072
USGO,141619552
CGEN,141467520
PDYN,140926032
DXLG,140655616
PDCC,140618960
EBMT,140453984
AOUT,139892768
BTA,139774960
AZI,139576000
AJX,139441856
GEOS,139422128
NBTX,139198688
MCRB,139100256
TAYD,138778480
TDTH,138772832
CXDO,138218160
AFBI,138187856
GAIA,138071808
SSSS,137696416
KINS,137490048
SCWO,137462640
THCH,137298528
NUKKW,137233760
BROG,136984992
LFT,136482368
ACR,136324368
AOTVF,136144256
CAAS,135533792
POWW,135382976
ISSC,135275008
JHS,135217024
RMMZ,134603600
CADL,134286192
GCTS,133851072
MRAM,133810096
PLBY,133484192
BDTX,132974976
ULBI,132815624
FCRX,132782400
PPIH,132751416
AMROF,132535672
FNWD,132477408
NTIC,132397728
BSET,132369040
ADWPF,132331080
LGO,132068656
TLYS,132065328
DM,131365120
NXG,131021744
PHYT,130769104
AMLI,130670408
VOXR,130550528
SFBC,130490440
VXRT,130164056
OVBC,130070712
VGAS,129480384
GATE,128909888
AFGVY,128703824
THCP,128057488
FEIM,127527040
ABOS,127369168
CATO,127112128
AEXFF,126575096
TLSI,126546368
LARK,126528064
RPTX,126256784
JHI,126183856
TOUR,125084456
TARA,124191392
CNTY,123650888
TOYO,123262144
DTI,123201680
OCCI,123049632
EPSN,122838024
IPSC,122441744
DLHC,122398248
KEQU,122281672
SKIL,122219368
PIII,122185800
ACNT,122024368
QH,121985200
PHD,121892768
NOTE,121445760
CXE,121374328
QIPT,120652000
RCFA,120542160
CBUS,119750864
PLAO,119688984
CRDF,119652856
DLTH,119470720
RVSB,119458960
ADPXY,119031152
LTRX,118888672
CRDL,118862504
ALVOF,118734200
APXI,118723232
UPLD,118545128
ADVM,118366224
SAVE,118279448
EVTL,118274192
NA,118007240
SIEB,117955448
CSTAF,117871200
IMPP,117706536
AKBIF,117460832
IPHA,117378664
RSSS,117372648
PFIE,117347240
MNTX,117285048
ALYAF,117100248
QUIK,116627392
VBFC,116274800
CTOR,116225520
AHAHF,116136960
AFGYF,116050328
SKYX,115827256
OPAD,115791600
OPOF,115720784
KVHI,115626744
CFFS,115137120
SEDA,115041912
ANL,114759928
LPTX,114570520
DERM,114476656
GIFI,114471120
OCFT,114352712
LSB,114293984
AONC,113754896
PLMJ,113400920
CNTX,113247456
OFS,112812000
ALTO,112671096
IMUX,112598800
GRWG,112564552
INMB,111971040
EVF,111628752
FCAP,111571320
AFGVF,111501312
PCSC,111228376
MNOV,110844408
MNPR,110833800
ATLX,110686880
SVII,110657120
TLGY,110198328
MPLN,110125872
CSLR,110051872
PBHC,109801264
ABP,109734568
PETS,109721592
PROV,109628224
GGZ,109431488
ALOT,109349088
ADAG,108463464
GECC,108365464
VERI,108334472
RANI,108318240
SNCR,108067824
SRL,108054568
TELA,107924216
NEON,107914048
INO,107793080
ACKRF,107784000
UFI,107776760
VRCA,107772312
RBKB,107771472
MOBBW,107076240
PPYA,106902536
INVZ,106725104
FNGR,106001568
TLSA,105899456
VERU,105396488
ANRO,105183784
CEP,104751000
ORKT,104650000
NOTV,104580704
AVTX,104426720
PRPL,104304184
ANIX,104261672
VIOT,103818128
LEE,103770376
ASMB,103734648
BSBK,103291712
SMXT,103247520
GUTS,102931648
STKS,102742816
AKYA,102596232
CODA,102326872
CPHC,102299648
SND,101718736
LVO,101406704
SUNS,101387856
PYXS,101091696
LTBR,101065824
ANRGF,101022072
RRGB,100844600
AMXEF,100795352
CMTL,100771464
BOWN,100648168
NKLA,100430712
ALGS,100353280
TBMC,100341936
SLNG,99987304
SRBK,99963400
COYA,99910256
KPTI,99800864
AIRG,99719032
MDXH,99489576
IXAQ,99456528
AAGFF,99393312
MVO,99245000
RGLS,98905152
CURI,98752976
MIST,98656616
SKLZ,98455440
ADWYF,98387584
ALLK,98277960
ALLIF,98273448
AMGXF,98238400
INVE,97690472
SHIM,97673048
PFX,96949440
AAWH,96892976
ADRGF,96446488
AMEGF,96369832
GNTA,96131712
AE,96077216
FBYD,95884360
SOL,95846848
SFWL,95697104
AFJK,95675600
ALXO,95465008
EVGR,95323136
GLAC,95314496
FONR,95285728
VCSA,94957576
OPRX,94867640
FNWB,94794256
KNDI,94679200
ALGEF,94657856
ORMP,94584080
VIGL,94431640
ELVA,94381064
ME,94285976
QETA,94212328
CITE,93353232
HBIO,93339528
GNT,93312728
CRGO,93287752
IVCA,93184640
HLVX,93137408
RDZN,93079488
CMU,93048720
DYCQ,92139640
NVCT,91967968
AXTI,91738728
KLXE,91720000
FAT,91582656
TCJH,91483504
DPCS,91350000
HNNA,91097840
CHCI,90880248
GNLX,90835472
CTMX,90780320
AREC,90582912
AMBK,90510752
ONYX,90498792
CNGL,90463728
FATBB,90254688
FSHP,89959448
ACHFF,89943288
GSL-PB,89687152
GAQ,89374400
PWUP,89260280
VFF,89195968
PHUN,88900248
BRID,88771440
HSPO,88740976
AMRRY,88022168
SST,88013688
BYNO,87985856
RBOT,87973400
AXAC,87863992
PFTA,87807688
CTXR,87145592
ALAR,86814624
CASI,86582160
EDAP,86080816
ATMC,86005200
MGYR,85929848
RVPHW,85814050
IMAB,85738832
GBIO,85494784
IH,85364080
SILC,85324032
ALVR,85254840
IMAQ,85229128
OPI,85196352
TBNK,85094080
DHX,85064848
CHMI,85062912
WEL,84991032
VMCA,84901136
SQNS,84725936
MAYS,84662960
NXC,84363832
LNSR,84323448
CBAT,84093152
AABB,84081872
GAN,83849168
DLNG-PB,83763120
BEAT,83729672
CDAQ,83681888
STG,83656248
ACET,83636928
AITR,83550416
BLEU,83336832
ACBD,83179824
AECX,83006008
SCLX,82896480
SPWH,82887848
VOC,82790000
ANVS,82507232
FBLG,82488664
LICN,82467992
PMVP,82277888
LGHLW,82217540
USAU,81925112
ASRT,81797944
LPSN,81764280
MASS,81485352
PRLH,81209928
TGAA,81191432
VTSI,81173624
IKNA,81073608
MCHX,80812256
ABSSF,80688392
UBCP,80581352
ASYS,80478408
ZENV,80394936
CRVO,80226352
BOLD,79893656
TCOA,79755144
LATG,79717728
CVGI,79691768
AUBN,79656360
JVSA,79398960
DTF,79363848
FUSB,79332664
ATMV,79241592
ELTK,79134952
AISP,79125056
CLSD,78877240
HOWL,78876864
TPIC,78716264
BRAG,78524184
NSPR,78512240
OPTN,78446496
CMRX,78235408
ITRM,78145152
SLS,78123984
MSW,78029808
LSBK,78023744
FNVT,77981936
MKFG,77737400
VATE,77711808
SOHOO,77656000
STCN,77421520
SY,77334424
LEV,77152512
CCG,77090920
REKR,77086864
DBVT,77043736
IVCP,76948984
SOHON,76861952
CNF,76811992
SOHOB,76624272
VANI,76412760
OCAX,76116120
RGT,75952968
EPIX,75904504
SOTK,75763272
NPAB,75564464
MGRM,75487064
BCAB,75419136
MSSA,74966816
PDSB,74818200
IROQ,74389608
SWSS,74365832
SDIG,74334376
SGA,74261152
AGEN,74141368
VLT,74077656
AVTE,74009856
IVAC,73907104
RGC,73848208
NOVV,73188048
BOTJ,73147776
TETE,73143056
OVID,73140200
FAAS,72830160
ACRG,72814944
ECOR,72624856
AKRRF,72613296
PC,72480000
TISI,72391768
ANLDF,72362504
VTGN,72253880
OWLT,72162448
PGZ,72129032
ATRA,72054472
AEAE,71888704
QNCX,71839152
BHAC,71814576
TCBC,71644248
UNCY,71608856
HYPR,71562680
BNR,71297960
INAQ,70862400
LPTH,70603520
BOCN,70565776
RMTI,70454984
RR,70363472
LASE,70004024
AFTTF,69972624
MURA,69947232
GSIT,69830272
AIRRF,69794640
CSLM,69421600
IMMX,69319152
VSSYW,69310460
MGX,69234216
MODD,69041664
SRFM,69012376
THTX,68970000
BYSI,68913688
NVAC,68869672
GLLI,68726600
ICCH,68646688
OAKU,68410312
IVVD,68276816
GWH,68089016
KSCP,67941328
ONCY,67704240
CXH,67684560
FGL,67675200
AFAR,67530256
DTC,67369640
SNT,67365904
EURKU,67267512
HAIA,67074716
LBGJ,66930360
JYD,66918076
MDBH,66805544
SSIC,66717592
DGHI,66683432
LUNA,66618196
CULL,66529512
CUE,66517812
IMRX,66447860
CCTS,66430048
ABAT,66324308
LRFC,66287948
SUP,66149168
ENTX,65929636
KOSS,65268584
PPSI,65194000
FHLT,65063492
BTCT,64914616
PORT,64900732
GBRGW,64858750
HGBL,64691552
ABSCF,64589400
CCLD,64147212
ALTHF,64081284
INCR,64071560
FOSL,63832804
RCON,63812640
ASCB,63648492
BYFC,63513176
SPRO,63241112
FORA,62963292
BTCS,62808084
CYTHW,62759980
MITA,62735456
REFR,62678288
NCSM,62570248
STTK,62539004
KTCC,62526640
OM,62524984
BGSF,62506080
LOAN,62454816
CULP,62167048
PAVS,61963412
QMCO,61721148
AIRT,61687120
NB,61642692
CNVS,61587628
KRON,61547716
LOOP,61430184
NINE,61427512
BIRD,61237896
APEUF,61133776
PRE,61086000
STEM,61049024
WAVE,60876472
CLIR,60783624
CRT,60720000
CLRB,60666608
ANPCF,60631796
AUID,60610996
SHOT,60365316
GBBK,60083388
SNAL,59865480
SELF,59816620
MDIA,59735936
NHTC,59637856
AGFY,59293108
MAQC,59245980
NSTS,59018772
CSBR,58997096
AGXTF,58757308
ONDS,58734644
HTLM,58290000
AADI,58167860
BAYA,58060912
VOR,58029192
ANSNF,57767596
IDN,57310672
APYX,57218728
TOP,57021732
UONE,56844232
RFL,56799772
ADPPF,56677948
PODC,56452240
GMFI,56367812
GLE,56364072
STBX,56252556
HHGC,56162732
GORV,55720484
BEDU,55677172
HYMC,55448288
BCOW,55390248
ENZ,55378748
FFIE,55305040
CNTB,55254000
BUJA,55243960
OPXS,54985840
GROV,54853436
CPBI,54725040
ADGM,54648180
NTZ,54522268
IPWR,54345692
SFUNY,54214380
AIRE,54120108
SWVL,53994864
IOBT,53956456
BEST,53925612
ESGL,53920796
AHT,53862812
RGS,53841816
NXL,53632872
CLRC,53487176
RFAC,53328276
NVNO,53134080
BAFN,53026260
EBON,53008432
ROCL,52931668
AGNMF,52893084
CTSO,52765792
EMCG,52432232
BIVI,52416192
NBST,52062852
AIXI,51927044
ELTX,51906152
JUNE,51874344
SGRP,51823836
UONEK,51689184
PRTS,51656704
BMR,51652960
PRLD,51534960
CIZN,51522732
LUCD,51497420
GEG,51487920
OPHC,51257200
VSTE,51254688
CPTN,51205880
ALCY,51146092
CLST,51110404
CELU,51052528
GODN,50962384
FKWL,50908180
OSS,50885948
CLEU,50884104
PVL,50820000
KZR,50708728
SSBI,50485372
ARBK,50449792
TYGO,50417020
GRRR,50277360
ALRN,50264888
AASZF,50195672
